Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
11543-WES,Female,35,Yes,West Bengal,0,7,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.400001525878906,874.7999877929688,0,0,375.4800109863281,1250.280029296875,Churned,Other,Deceased
11596-KAR,Female,40,No,Karnataka,15,11,Deal 4,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.20000076293945,571.1500244140625,0,80,114.95999908447266,766.1099853515625,Stayed,Others,Others
11604-HAR,Female,38,Yes,Haryana,4,8,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.4000015258789,6721.60009765625,0,0,892.7999877929688,7614.39990234375,Stayed,Others,Others
11616-TAM,Male,26,No,Tamil Nadu,6,2,None,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,68.69999694824219,1416.199951171875,0,0,650,2066.199951171875,Stayed,Others,Others
11647-GUJ,Male,44,No,Gujarat,2,4,Deal 4,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.0999984741211,1083.699951171875,0,0,223.83999633789062,1307.5400390625,Stayed,Others,Others
11647-TAM,Male,81,No,Tamil Nadu,1,21,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,93.75,5625.5498046875,0,0,125.97000122070312,5751.52001953125,Stayed,Others,Others
11663-GUJ,Male,28,No,Gujarat,13,13,Deal 1,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,4069.89990234375,0,0,3408.60009765625,7478.5,Stayed,Others,Others
11679-PUN,Female,38,Yes,Punjab,13,35,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.69999694824219,973.25,0,0,373.6000061035156,1346.8499755859375,Churned,Attitude,Attitude of support person
11691-RAJ,Female,68,Yes,Rajasthan,13,10,Deal 1,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,77.3499984741211,5396.25,0,0,2424.9599609375,7821.2099609375,Stayed,Others,Others
11713-MAD,Female,22,Yes,Madhya Pradesh,4,5,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.5999984741211,74.5999984741211,0,10,22.15999984741211,106.76000213623047,Churned,Competitor,Competitor offered more data
11744-TAM,Female,52,No,Tamil Nadu,11,12,None,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.1500015258789,4224.7001953125,0,0,2332.800048828125,6557.5,Stayed,Others,Others
11751-UTT,Male,39,No,Uttar Pradesh,4,23,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5999984741211,1060.199951171875,0,0,452.1000061035156,1512.300048828125,Churned,Competitor,Competitor offered more data
11765-PUD,Male,32,Yes,Puducherry,10,36,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.5,1167.5999755859375,19.889999389648438,0,2401.97998046875,3549.68994140625,Stayed,Others,Others
11770-PUN,Male,38,Yes,Punjab,2,4,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.149999618530273,970.8499755859375,0,0,947.5,1918.3499755859375,Stayed,Others,Others
11799-MAH,Male,45,No,Maharashtra,5,23,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,99.4000015258789,5943.64990234375,0,0,924.1500244140625,6867.7998046875,Stayed,Others,Others
11799-TAM,Male,33,No,Tamil Nadu,9,20,None,No,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.29999923706055,45.29999923706055,0,0,0,45.29999923706055,Churned,Competitor,Competitor had better devices
11802-TAM,Male,34,No,Tamil Nadu,0,8,Deal 2,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.549999237060547,1336.0999755859375,37.369998931884766,0,1765.4300537109375,3064.159912109375,Stayed,Others,Others
11814-GUJ,Female,45,Yes,Gujarat,12,9,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.55000305175781,6281.4501953125,0,0,2787.699951171875,9069.150390625,Churned,Competitor,Competitor had better devices
11850-MAH,Male,74,Yes,Maharashtra,5,6,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,75.1500015258789,3480.35009765625,0,0,422.54998779296875,3902.89990234375,Stayed,Others,Others
11873-HAR,Male,45,Yes,Haryana,9,10,Deal 2,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.25,2221.550048828125,0,0,292.04998779296875,2513.60009765625,Stayed,Others,Others
11878-RAJ,Male,75,Yes,Rajasthan,15,17,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.80000305175781,1167.800048828125,0,0,734.4000244140625,1902.199951171875,Churned,Competitor,Competitor offered more data
11882-BIH,Female,74,No,Bihar,14,15,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.94999694824219,378.3999938964844,0,0,61.349998474121094,439.75,Churned,Attitude,Attitude of support person
11887-MAD,Female,33,No,Madhya Pradesh,2,33,Deal 2,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.0999984741211,3168,0,0,1466.47998046875,4634.47998046875,Stayed,Others,Others
11899-MAH,Male,74,No,Maharashtra,3,11,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,103.9000015258789,6767.10009765625,0,0,102.69999694824219,6869.7998046875,Stayed,Others,Others
11906-MAD,Female,53,No,Madhya Pradesh,2,29,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,79.30000305175781,523.1500244140625,0,10,134.47000122070312,667.6199951171875,Churned,Competitor,Competitor had better devices
11918-UTT,Male,66,No,Uttar Pradesh,13,32,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,94.55000305175781,3365.39990234375,0,0,715.4000244140625,4080.800048828125,Stayed,Others,Others
11920-HAR,Female,61,Yes,Haryana,10,24,Deal 5,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,63.599998474121094,155.64999389648438,0,0,10.920000076293945,166.57000732421875,Churned,Competitor,Competitor offered higher download speeds
11922-PUN,Female,48,Yes,Punjab,5,2,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105,7589.7998046875,0,0,473.760009765625,8063.56005859375,Stayed,Others,Others
11925-MAH,Female,78,Yes,Maharashtra,12,12,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.200000762939453,1306.300048828125,0,0,1571.5,2877.800048828125,Stayed,Others,Others
11939-UTT,Male,65,Yes,Uttar Pradesh,5,5,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.44999694824219,583.4500122070312,0,0,215.9199981689453,799.3699951171875,Churned,Other,Don't know
11952-RAJ,Female,45,No,Rajasthan,3,10,None,Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.3499984741211,515.75,0,0,349.8599853515625,865.6099853515625,Stayed,Others,Others
11952-TEL,Female,42,Yes,Telangana,0,4,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.5999984741211,1555.6500244140625,0,0,303.8399963378906,1859.489990234375,Churned,Attitude,Attitude of service provider
11958-TAM,Female,29,No,Tamil Nadu,2,23,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.44999694824219,4964.7001953125,0,0,268.6499938964844,5233.35009765625,Stayed,Others,Others
11965-BIH,Female,38,Yes,Bihar,4,21,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,-8,3204.64990234375,35.81999969482422,110,1074.239990234375,4353.06982421875,Churned,Competitor,Competitor made better offer
11987-PUN,Female,43,No,Punjab,14,6,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.44999694824219,477.04998779296875,0,0,132.3699951171875,609.4199829101562,Stayed,Others,Others
11991-RAJ,Male,66,Yes,Rajasthan,14,15,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,113.3499984741211,7222.75,0,20,437.1199951171875,7679.8701171875,Stayed,Others,Others
12016-TAM,Female,57,Yes,Tamil Nadu,0,9,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.049999237060547,164.85000610351562,0,0,337.5400085449219,502.3900146484375,Churned,Other,Moved
12052-PUN,Female,33,No,Punjab,11,31,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,115,7396.14990234375,0,0,2972.159912109375,10368.3095703125,Stayed,Others,Others
12069-UTT,Female,30,Yes,Uttar Pradesh,10,14,Deal 4,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.650001525878906,683.25,0,0,232.5399932861328,915.7899780273438,Stayed,Others,Others
12079-MAH,Female,73,Yes,Maharashtra,2,4,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9000015258789,260.8999938964844,0,0,8.9399995803833,269.8399963378906,Churned,Price,Price too high
12112-MAD,Female,27,No,Madhya Pradesh,14,4,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.450000762939453,150.75,0,0,40.880001068115234,191.6300048828125,Stayed,Others,Others
12118-TAM,Female,23,No,Tamil Nadu,7,3,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.55000305175781,5084.64990234375,0,0,407.69000244140625,5492.33984375,Churned,Competitor,Competitor offered more data
12149-JAM,Female,66,Yes,Jammu & Kashmir,7,26,Deal 5,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,453.75,0,0,184.39999389648438,638.1500244140625,Churned,Competitor,Competitor made better offer
12170-AND,Female,38,Yes,Andhra Pradesh,15,2,Deal 4,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,77.5,1625,18.389999389648438,80,368.9700012207031,2055.580078125,Churned,Other,Don't know
12193-KER,Male,56,Yes,Kerala,15,4,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.1500015258789,6557.75,0,0,2387.72998046875,8945.48046875,Stayed,Others,Others
12210-AND,Male,66,No,Andhra Pradesh,9,31,None,No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,34.29999923706055,577.1500244140625,0,0,0,577.1500244140625,Stayed,Others,Others
12210-DEL,Female,52,No,Delhi,0,31,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.299999237060547,224.5,0,0,231.36000061035156,455.8599853515625,Stayed,Others,Others
12225-TAM,Female,25,No,Tamil Nadu,13,14,Deal 1,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,85.25,5714.2001953125,1.309999942779541,0,583.5700073242188,6296.4599609375,Stayed,Others,Others
12236-BIH,Female,34,Yes,Bihar,5,11,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,85.30000305175781,420.45001220703125,0,10,228.6999969482422,659.1500244140625,Stayed,Others,Others
12255-KER,Female,54,Yes,Kerala,8,2,Deal 1,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.350000381469727,1359.5,0,0,2971.97998046875,4331.47998046875,Stayed,Others,Others
12266-HAR,Female,46,No,Haryana,2,5,None,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.6500015258789,3870.300048828125,0,0,429.1199951171875,4299.419921875,Stayed,Others,Others
12272-WES,Male,66,No,West Bengal,9,8,None,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,39.099998474121094,1982.0999755859375,0,130,0,2112.10009765625,Stayed,Others,Others
12281-RAJ,Male,80,No,Rajasthan,14,25,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.0999984741211,864.8499755859375,0,0,194.25999450683594,1059.1099853515625,Stayed,Others,Others
12296-MAD,Male,65,Yes,Madhya Pradesh,14,2,None,No,No,Yes,Cable,Yes,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,45,1228.6500244140625,0,0,0,1228.6500244140625,Stayed,Others,Others
12303-BIH,Female,56,No,Bihar,7,14,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.55000305175781,6362.35009765625,0,0,3319.199951171875,9681.5498046875,Stayed,Others,Others
12305-AND,Male,28,Yes,Andhra Pradesh,13,22,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.350000381469727,422.70001220703125,0,0,473.1300048828125,895.8300170898438,Stayed,Others,Others
12337-MAH,Male,28,No,Maharashtra,11,8,Deal 4,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,58.599998474121094,939.7000122070312,0,0,221.85000610351562,1161.550048828125,Churned,Dissatisfaction,Service dissatisfaction
12341-HAR,Female,38,No,Haryana,9,29,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.05000305175781,1799.300048828125,0,0,252.1199951171875,2051.419921875,Stayed,Others,Others
12342-KER,Male,76,No,Kerala,9,3,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,99.6500015258789,6951.14990234375,3.3299999237060547,0,2439.56005859375,9387.3798828125,Stayed,Others,Others
12345-TEL,Female,71,Yes,Telangana,9,34,None,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.6500244140625,48.09000015258789,0,412.1000061035156,1597.6600341796875,Churned,Competitor,Competitor had better devices
12370-JAM,Female,49,Yes,Jammu & Kashmir,2,29,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.94999694824219,381.29998779296875,0,0,16.559999465942383,397.8599853515625,Churned,Competitor,Competitor made better offer
12377-JAM,Female,56,No,Jammu & Kashmir,2,3,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.399999618530273,641.1500244140625,0,0,395.20001220703125,1036.3499755859375,Stayed,Others,Others
12377-UTT,Female,18,No,Uttar Pradesh,15,2,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.350000381469727,538.5,0,0,1104.4599609375,1642.9599609375,Stayed,Others,Others
12378-KAR,Female,46,Yes,Karnataka,7,20,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,91.25,2483.64990234375,0,0,383.32000732421875,2866.969970703125,Stayed,Others,Others
12382-WES,Male,33,No,West Bengal,10,7,None,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81,3084.89990234375,0,0,837.9000244140625,3922.800048828125,Stayed,Others,Others
12390-KAR,Male,24,Yes,Karnataka,9,12,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,66.5,4811.60009765625,45.61000061035156,0,438.4800109863281,5204.47021484375,Stayed,Others,Others
12391-TEL,Male,40,No,Telangana,9,24,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.799999237060547,572.2000122070312,0,0,1337.47998046875,1909.6800537109375,Stayed,Others,Others
12426-KER,Male,35,No,Kerala,12,30,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,90.44999694824219,5825.5,0,100,580.22998046875,6505.72998046875,Stayed,Others,Others
